Location,Site Name,Site Description,Latitude and Longitude(Deg Min Sec),Latitude and Longitude(Decimal),Link to site location,Picture Location,Copyright
Belgium,"La Grand-Place, Brussels (1998)","La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings, dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this important political and commercial centre. It features buildings emblematic of municipal and ducal powers, and the old houses of corporations. It is interesting to note that this is a rare example of a square without a church or any other place of worship, which emphasizes its mercantile and administrative nature.","N50 50 48.048, &dagger;E4 21 8.712","50.84668, 4.35242",http://whc.unesco.org/en/list/857,AC16.jpg,"La Grand-Place, Brussels (Belgium) &copy; M & G Therin-Weise"
Belgium,Major Mining Sites of Wallonia (2012),"The four sites of the property form a strip 170&dagger;km long by 3&ntilde;15&dagger;km wide, crossing Belgium from east to west, consisting of the best-preserved 19th- and 20th-century coal-mining sites of the country. Among the earliest and largest in Europe, the four Walloon coalmines are testimony to the early dissemination of the technical, social and urban innovations of the industrial revolution. They then played a major exemplary role on the technical and social levels through to recent times.&dagger;","N50 26 7, &dagger; &dagger; &dagger; &dagger; &dagger;E3 50 18","50.435278, 3.838333",http://whc.unesco.org/en/list/1344,AC17.jpg,"Blegny, Major Mining Sites of Wallonia (Belgium) &copy; SPW-D&Egrave;partement du Patrimoine, Belgique"
Belgium,Major Town Houses of the Architect Victor Horta (Brussels) (2000),"The four major town houses - H&Ugrave;tel Tassel, H&Ugrave;tel Solvay, H&Ugrave;tel van Eetvelde, and Maison & Atelier Horta - located in Brussels and designed by the architect Victor Horta, one of the earliest initiators of Art Nouveau, are some of the most remarkable pioneering works of architecture of the end of the 19th century. The stylistic revolution represented by these works is characterised by their open plan, diffusion and transformation of light throughout the construction, the creation of a decor that brilliantly illustrates the curved lines of decoration embracing the structure of the building, the use of new materials (steel and glass) and the introduction of modern technical utilities.","N50 49 41.016, E4 21 44.028","50.82806, 4.36223",http://whc.unesco.org/en/list/1005,AC18.jpg,Major Town Houses of the Architect Victor Horta (Brussels) &copy; OUR PLACE The World Heritage Collection
Belgium,Neolithic Flint Mines at Spiennes (Mons) (2000),"The Neolithic flint mines at Spiennes, covering more than 100 ha, are the largest and earliest concentration of ancient mines in Europe. They are also remarkable for the diversity of technological solutions used for extraction and for the fact that they are directly linked to a settlement of the same period. It occupies two chalk plateaux located to the south-east of the city of Mons. They cover an area essentially devoted to agriculture. The site appears on the surface as a large area of meadows and fields strewn with millions of scraps of worked flint. Underground, the site is an immense network of galleries linked to the surface by vertical shafts dug by Neolithic populations.","N50 25 50.772, E3 58 43.644","50.43077, 3.97879",http://whc.unesco.org/en/list/1006,AC19.jpg,Neolithic Flint Mines at Spiennes (Mons) &copy; Donar Reiskoffer
correct,,,N 50 25 30.669 E 3 59 21.555,"50.425186, 3.989321",,AC20.jpg,Notre-Dame Cathedral in Tournai (Belgium) &copy; Jean-Pol GRANDMONT
Belgium,Notre-Dame Cathedral in Tournai (2000),"The Cathedral of Notre-Dame in Tournai was built in the first half of the 12th century. It is especially distinguished by a Romanesque nave of extraordinary dimensions, a wealth of sculpture on its capitals and a transept topped by five towers, all precursors of the Gothic style. The choir, rebuilt in the 13th century, is in the pure Gothic style. The present building is not homogeneous with regard to its chronology and conception, but the result of three coherent projects, completed and still distinguishable: the Romanesque nave and the transept, and the Gothic choir. The construction of the first two was for the greater part carried out in one go during the early 12th century; no major modification was made to the building during the following centuries, limiting its adaptations to the times.","N50 36 21.708, E3 23 21.336","50.60603, 3.38926",http://whc.unesco.org/en/list/1009,AC21.jpg,"&copy; Vincent Ko Hon Chiu
Author: Vincent Ko Hon Chiu&dagger;"
Belgium,Plantin-Moretus House-Workshops-Museum Complex (2005),"The Plantin-Moretus Museum is a printing plant and publishing house dating from the Renaissance and Baroque periods. Situated in Antwerp, one of the three leading cities of early European printing along with Paris and Venice, it is associated with the history of the invention and spread of typography. Its name refers to the greatest printer-publisher of the second half of the 16th century: Christophe Plantin (c. 1520&ntilde;89). The monument is of outstanding architectural value. It contains exhaustive evidence of the life and work of what was the most prolific printing and publishing house in Europe in the late 16th century.","N51 13 5.988, &dagger; E4 23 52.008","51.21833, 4.39778",http://whc.unesco.org/en/list/1185,AC22.jpg,Stoclet House (Belgium) &copy; Ministere de la Region de Bruxelles-Capitale
Belgium,Stoclet House (2009),"When banker and art collector Adolphe Stoclet commissioned this house from one of the leading architects of the Vienna Secession movement, Josef Hoffmann, in 1905, he imposed neither aesthetic nor financial restrictions on the project. The house and garden were completed in 1911 and their austere geometry marked a turning point in Art Nouveau, foreshadowing Art Deco and the Modern Movement in architecture. Stoclet House is one of the most accomplished and homogenous buildings of the Vienna Secession, and features works by Koloman Moser and Gustav Klimt, embodying the aspiration of creating a &euml;total work of art' (Gesamtkunstwerk). Bearing testimony to artistic renewal in European architecture, the house retains a high level of integrity, both externally and internally as it retains most of its original fixtures and furnishings.","N50 50 6, &dagger; &dagger; &dagger; &dagger; &dagger;E4 24 58","50.835, 4.416111",http://whc.unesco.org/en/list/1298,AC23.jpg,"Chapelle notre-Dame du Haut, Vue de l'autel exterieur en Vue de l&iacute;autel ext&Egrave;rieur &copy; FLC/ADAGP"
Belgium,"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement (2016)","Chosen from the work of Le Corbusier, the 17 sites comprising this transnational serial property are spread over seven countries and are a testimonial to the invention of a new architectural language that made a break with the past. They were built over a period of a half-century, in the course of what Le Corbusier described as &igrave;patient research&icirc;. The Complexe du Capitole in Chandigarh (India), the National Museum of Western Art, Tokyo (Japan), the House of Dr Curutchet in La Plata (Argentina) and the Unit&Egrave; d&iacute;habitation in Marseille (France) reflect the solutions that the Modern Movement sought to apply during the 20th century to the challenges of inventing new architectural techniques to respond to the needs of society. These masterpieces of creative genius also attest to the internationalization of architectural practice across the planet.",N46 28 6.29? &dagger;E6 49 45.61,"46.468414, 6.829336",http://whc.unesco.org/en/list/1321,AC24.jpg,"The Four Lifts on the Canal du Centre and their Environs, La Louvi&Euml;re and Le Roeulx (Hainaut) (Belgium) &copy; M & G Therin-Weise"
Belgium,"The Four Lifts on the Canal du Centre and their Environs, La Louvi&Euml;re and Le Roeulx (Hainaut) (1998)","The four hydraulic boat-lifts on this short stretch of the historic Canal du Centre are industrial monuments of the highest quality. Together with the canal itself and its associated structures, they constitute a remarkably well-preserved and complete example of a late-19th-century industrial landscape. Of the eight hydraulic boat-lifts built at the end of the 19th and beginning of the 20th century, the only ones in the world which still exist in their original working condition are these four lifts on the Canal du Centre.",N 50 29 43.0434 &dagger;E 4 5 39.3072,"50.495290, 4.094252",http://whc.unesco.org/en/list/856,AC25.jpg,Mehmed Pa&ouml;a Sokolovi? Bridge in Vi&ouml;egrad (Bosnia and Herzegovina) &copy; Commision to Preserve National Monuments
Bosnia and Herzegoviana,Mehmed Pa&ouml;a Sokolovi? Bridge in Vi&ouml;egrad,"It represents a major stage in the history of civil engineering and bridge architecture, erected by one of the most celebrated builders of the Ottoman Empire. The bridge bears witness to important cultural exchanges between the Balkans, the Ottoman Empire and the Mediterranean world, between Christianity and Islam, through the long course of history.&dagger;","N43 46 56.6868, E19 17 16.7208","43.782413, 19.287978",http://whc.unesco.org/en/list/1260,AC26.jpg,Old Bridge Area of the Old City of Mostar &copy; Silvan Rehfeld
Bosnia and Herzegoviana,"Old Bridge Area of the Old City of Mostar
","The Old Bridge Area, with its pre-Ottoman, Eastern Ottoman, Mediterranean and Western European architectural features, is an outstanding example of a multicultural urban settlement. The reconstructed Old Bridge and Old City of Mostar are symbols of reconciliation, international cooperation and the coexistence of diverse cultural, ethnic and religious communities.&dagger;","N43 20 53.232, E17 48 39.312","43.34812, &dagger;17.81092",http://whc.unesco.org/en/list/946,AC27.jpg,"Maculje, Novi Travnik &copy; Adnan &auml;ahbaz"
Bosnia and Herzegoviana,Ste?ci Medieval Tombstones Graveyards,"This serial property combines 28 sites, located in Bosnia and Herzegovina, western Serbia, western Montenegro and central and southern Croatia, representing these cemeteries and regionally distinctive medieval tombstones. The cemeteries, which date from the 12th to 16th centuries CE, are laid out in rows, as was the common custom in Europe from the Middle Ages.&dagger;","N43 5 31.97, &dagger; E17 55 26.59&dagger;","43.092214, 17.924053",http://whc.unesco.org/en/list/1504,AC28.jpg,Ancient City of Nessebar (Bulgaria) &copy; Gordontour
Bulgaria,Ancient City of Nessebar,"The Ancient City of Nessebar is an outstanding testimony of multilayered cultural and historical heritage. The urban structure contains elements from the second millennium BC, from Ancient Times and the Medieval period.","N42 39 33.1632, E27 44 7.5336","42.659212, 27.735426",http://whc.unesco.org/en/list/217,AC29.jpg,Ancient City of Nessebar (Bulgaria) &copy; Gordontour
Bulgaria,Boyana Church,"From an architectural point of view, Boyana Church is a pure example of a church with a Greek cross ground-plan with dome, richly decorated facades and decoration of ceramic elements. It is one of the most remarkable medieval monuments with especially fine wall paintings.","N42 38 40.6716, E23 15 58.2588&dagger;","42.644631, 23.266183",http://whc.unesco.org/en/list/42,AC30.jpg,Boyana Church &copy; Vincent Ko Hon Chiu
Bulgaria,Madara Rider,"The Madara Rider is an exceptional work of art dating from the beginning of the 8th century. It is the only relief of its kind, having no parallel in Europe. It has survived in its authentic state, with no alternation in the past or the present.","N43 17 60, E27 8 60","43.27741, 27.118917",http://whc.unesco.org/en/list/43,AC31.jpg,The Madara Rider &copy; OUR PLACE The World Heritage Collection
Bulgaria,Rila Monastery,In its complicated ten-century history the Rila monastery has been the hub of a strong spiritual and artistic influence over the Eastern Orthodox world during medieval times (11th-14th c.). Under Ottoman rule (1400-1878) the monastery influenced the development of the culture and the arts of all Christian nations within the Ottoman Empire.,"N42 8 0.1824, E23 20 24.4392","42.133384, 23.340122",http://whc.unesco.org/en/list/216,AC32.jpg,Rila Monastery (Bulgaria) &copy; Nenko Lazarov
Bulgaria,Rock-Hewn Churches of Ivanovo,"The ""Church"" frescoes reveal an exceptional artistry and a remarkable artistic sensitivity for 14th century painting and Bulgarian medieval art; they are an important achievement in the Christian art of South-Eastern Europe.&dagger;","N43 43 0, &dagger; &dagger; &dagger; &dagger; E25 58 0","43.69488, 25.986984&dagger;",http://whc.unesco.org/en/list/45,AC33.jpg,Rock-Hewn Churches of Ivanovo &copy; Klearchos Kapoutsis
Bulgaria,Thracian Tomb of Kazanlak,"The Thracian tomb of Kazanlak is a unique aesthetic and artistic work, a masterpiece of the Thracian creative spirit. The exceptionally well preserved frescos and the original condition of the structure reveal the remarkable evolution and high level of culture and pictorial art in Hellenistic Thrace.","N42 37 33.024, E25 23 56.9904","42.625840, 25.399164",http://whc.unesco.org/en/list/44,AC34.jpg,Thracian Tomb of Kazanlak &copy; Yvon Fruneau
Bulgaria,Thracian Tomb of Sveshtari,"The Thracian Tomb near Sveshtari is an extremely rare and very well preserved monument of the sepulchral architecture containing remarkable elements in terms of their quality and style sculpture and painting. The Tomb is also remarkable for the fact that it represents local art, inspired by Hellenism, a rare case of an interrupted creative process which possesses specific characteristics.","N43 44 41.2296, E26 46 0.138","43.744786, 26.766705",http://whc.unesco.org/en/list/359,AC35.jpg,Thracian Tomb of Sveshtari &copy; Nenko Lazarov
Bulgaria,Pirin National Park,"Spread over an area of over 27,000 ha, at an altitude between 1008 and 2914 m in the Pirin Mountains, southwest Bulgaria, the site comprises diverse limestone mountain landscapes with glacial lakes, waterfalls, caves and predominantly coniferous forests.&dagger;",N 41 42 41.4576 &dagger;E 23 24 5.9328,"41.711516, 23.401648",http://whc.unesco.org/en/list/225,AC36.jpg,Pirin National Park &copy; OUR PLACE The World Heritage Collection
Bulgaria,Srebarna Nature Reserve,"Srebarna Nature Reserve protects an important example of a type of wetland that was widespread in Bulgaria in the past. It shelters a diversity of plant and animal species, which are increasingly threatened.&dagger;",N 44 6 39.4416 &dagger; &dagger; &dagger; E 27 4 24.8226,44.110956 27.073562,http://whc.unesco.org/en/list/219,AC37.jpg,Srebarna Nature Reserve (Bulgaria) &copy; Evergreen
Cyprus,Choirokoitia,"In the prehistoric period, Cyprus played a key role in the transmission of culture from the Near East to the European world. Choirokoitia is an exceptionally well-preserved archaeological site that has provided, and will continue to provide, scientific data of great importance relating to the spread of civilization from Asia to the Mediterranean world.","N34 47 53.988, E33 20 35.988","34.79833, 33.34333&dagger;",http://whc.unesco.org/en/list/848,AC38.jpg,Choirokoitia (Cyprus) &copy; Christopher Rose
Cyprus,Painted Churches in the Troodos Region,"The churches of the Troodos Region are a well conserved example of rural religious architecture during the Byzantine period. The structures display elements that were specific to Cyprus and were determined by its geography, history and climate, including steep-pitched wooden roofs with flat hooked tiles.&dagger;","N34 55 13, &dagger; &dagger; &dagger;E33 5 45","34.920278, &dagger;33.095833",http://whc.unesco.org/en/list/351,AC39.jpg,Painted Churches in the Troodos Region (Cyprus) &copy; Yvon Fruneau
Cyprus,Paphos,"Paphos, situated in the District of Paphos in western Cyprus, is a serial archaeological property consisting of three components at two sites: the town of Kato Paphos (Site I), and the village of Kouklia (Site II). The mosaics of Nea Paphos are extremely rare and are considered amongst the finest specimens in the world; they cover the Hellenistic period to the Byzantine period.&dagger;","N34 45 29.988, E32 24 20.016","34.75833, 32.40556&dagger;",http://whc.unesco.org/en/list/79,AC40.jpg,Paphos (Cyprus) &copy; Mario Santana
Czechia,Historic Centre of ?esk&#733; Krumlov,"Situated on the banks of the Vltava river, the town was built around a 13th-century castle with Gothic, Renaissance and Baroque elements. It is an outstanding example of a small central European medieval town whose architectural heritage has remained intact thanks to its peaceful evolution over more than five centuries.&dagger;","N48 49 0, &dagger; &dagger; &dagger; &dagger; E14 19 0","48.816667, 14.316667&dagger;",http://whc.unesco.org/en/list/617,AC41.jpg,Historic Centre of ?esk&#733; Krumlov (Czech Republic) &copy; UNESCO
Czechia,Historic Centre of Prague,"The historic centre of Prague admirably illustrates the process of continuous urban growth from the Middle Ages to the present day. The role of Prague in the medieval development of Christianity in central Europe was an outstanding one, as was its formative influence in the evolution of towns.","N50 5 22.992, &dagger;E14 25 9.984","50.08972, 14.41944&dagger;",http://whc.unesco.org/en/list/616,AC42.jpg,Historic Centre of Prague (Czech Republic) &copy; OUR PLACE The World Heritage Collection
Czechia,Historic Centre of Tel?,"The houses in Telc, which stands on a hilltop, were originally built of wood. After a fire in the late 14th century, the town was rebuilt in stone, surrounded by walls and further strengthened by a network of artificial ponds. The town's Gothic castle was reconstructed in High Gothic style in the late 15th century.","N49 10 59.988,E15 26 60","49.18333, &dagger; 15.45",http://whc.unesco.org/en/list/621,AC43.jpg,Historic Centre of Tel? &copy; OUR PLACE The World Heritage Collection
Czechia,Pilgrimage Church of St John of Nepomuk at Zelen&middot; Hora,"This pilgrimage church, built in honour of St John of Nepomuk, stands at Zelen&middot; Hora, not far from &eacute;d&middot;r nad S&middot;zavou in Moravia. Constructed at the beginning of the 18th century on a star-shaped plan, it is the most unusual work by the great architect Jan Blazej Santini, whose highly original style falls between neo-Gothic and Baroque.","N49 34 48.72, E15 56 31.41","49.5802, 15.942058&dagger;",http://whc.unesco.org/en/list/690,AC44.jpg,Pilgrimage Church of St John of Nepomuk at Zelen&middot; Hora &copy; OUR PLACE The World Heritage Collection
Czechia,Kutn&middot; Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,"Kutn&middot; Hora developed as a result of the exploitation of the silver mines. In the 14th century it became a royal city endowed with monuments that symbolized its prosperity. The Church of St Barbara, a jewel of the late Gothic period, which was restored in line with the Baroque taste of the early 18th century, were to influence the architecture of central Europe. .","N49 57 0, &dagger; &dagger; &dagger; &dagger;E15 16 0","49.944911, 15.263620",http://whc.unesco.org/en/list/732,AC45.jpg,Kutn&middot; Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec &copy; OUR PLACE The World Heritage Collection
Czechia,Lednice-Valtice Cultural Landscape,The site is of outstanding universal value being a cultural landscape which is an exceptional example of the designed landscape that evolved in the Enlightenment and afterwards under the care of a single family. It succeeds in bringing together in harmony cultural monuments from successive periods and both indigenous and exotic natural elements to create an outstanding work of human creativity.&dagger;,"N48 46 32.988, E16 46 30","48.807978, &dagger;16.812050",http://whc.unesco.org/en/list/763,AC46.jpg,Lednice-Valtice Cultural Landscape &copy; OUR PLACE The World Heritage Collection
Czechia,Gardens and Castle at Krom??&Igrave;&ucirc;,"Krom??&Igrave;&ucirc;&dagger;stands on the site of an earlier ford across the River Morava, at the foot of the Chriby mountain range which dominates the central part of Moravia. The gardens and castle of&dagger;Krom??&Igrave;&ucirc; are an exceptionally complete and well-preserved example of a European Baroque princely residence and its gardens.","N49 17 52.9404, E17 22 56.3664","49.298039, 17.382324",http://whc.unesco.org/en/list/860,AC47.jpg,Gardens and Castle at Kromer&Igrave;z
Czechia,Hola&ouml;ovice Historic Village,"Hola&ouml;ovice is an exceptionally complete and well-preserved example of a traditional central European village. It has a large number of outstanding 18th- and 19th-century vernacular buildings in a style known as 'South Bohemian folk Baroque', and preserves a ground plan dating from the Middle Ages.","N48 58 10.4412, E14 16 19.4556","48.969567, 14.272071",http://whc.unesco.org/en/list/861,AC48.jpg,Hola&ouml;ovice Historic Village (Czech Republic) &copy; UNESCO
Czechia,Litomy&ouml;l Castle,"Litomy&ouml;l Castle was originally a Renaissance arcade-castle of the type first developed in Italy and then adopted and greatly developed in central Europe in the 16th century. Its design and decoration are particularly fine, including the later High-Baroque features added in the 18th century. It preserves intact the range of ancillary buildings associated with an aristocratic residence of this type.","N49 52 24.996, E16 18 51.984","49.87361, &dagger;16.31444",http://whc.unesco.org/en/list/901,AC49.jpg,Litomy&ouml;l Castle
Czechia,Holy Trinity Column in Olomouc,"The Olomouc Holy Trinity Column is one of the most exceptional examples of the apogee of central European Baroque artistic expression. It constituted a unique material demonstration of religious faith in central Europe during the Baroque period, and the Olomouc example represents its most outstanding expression.","N49 35 38.17, &dagger;E17 15 1.65","49.593936, 17.250458&dagger;",http://whc.unesco.org/en/list/859,AC50.jpg,Holy Trinity Column in Olomouc
Czechia,Tugendhat Villa in Brno,The Tugendhat Villa is a masterpiece of the Modern Movement in architecture.Its particular value lies in the application of innovative spatial and aesthetic concepts that aim to satisfy new lifestyle needs by taking advantage of the opportunities afforded by modern industrial production.,"N49 12 25.86, E16 36 57.8","49.207183, 16.616056&dagger;",http://whc.unesco.org/en/list/1052,AC51.jpg,"Main living space, Tugendhat Villa in Brno &copy; Institute for the Care of Historical Monuments"
Czechia,Jewish Quarter and St Procopius' Basilica in T?eb&Igrave;?,"The Jewish Quarter and St Procopius Basilica of Trebic bear witness to the coexistence of and interchange of values between two different cultures, Jewish and Christian, over many centuries. It is an exceptional testimony to the cultural traditions related to the Jewish diaspora in central Europe.","N49 13 2, &dagger; &dagger; &dagger; &dagger;E15 52 44","49.217222, &dagger;15.878889",http://whc.unesco.org/en/list/1078,AC52.jpg,Jewish Quarter and St Procopius' Basilica in Treb&Igrave;c
Holy See,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura (1980)","Founded, according to legend, by Romulus and Remus in 753 BC, Rome was first the centre of the Roman Republic, then of the Roman Empire, and it became the capital of the Christian world in the 4th century.",N 41 53 24.8 E 12 29 32.3,"41.890222, &dagger; 12.492306",http://whc.unesco.org/en/list/91,HM1.jpg,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura &copy; OUR PLACE The World Heritage Collection"
Holy See&dagger;,Vatican City (1984),"The Vatican City, one of the most sacred places in Christendom, attests to a great history and a formidable spiritual venture. A unique collection of artistic and architectural masterpieces lie within the boundaries of this small state. At its centre is St Peter's Basilica, with its double colonnade and a circular piazza in front and bordered by palaces and gardens.","N 41 54 7.776, E 12 27 26.496","41.90216, &dagger; &dagger;12.45736",http://whc.unesco.org/en/list/286,HM2.jpg,Vatican City (Holy See) &copy; Tim Schnarr
Iceland,&#64257;ingvellir National Park,"&#64257;ingvellir (Thingvellir) is the National Park where the Althing, an open-air assembly representing the whole of Iceland, was established in 930 and continued to meet until 1798. Over two weeks a year, the assembly set laws - seen as a covenant between free men - and settled disputes. The Althing has deep historical and symbolic associations for the people of Iceland. The property includes the &#64257;ingvellir National Park and the remains of the Althing itself: fragments of around 50 booths built from turf and stone. Remains from the 10th century are thought to be buried underground. The site also includes remains of agricultural use from the 18th and 19th centuries. The park shows evidence of the way the landscape was husbanded over 1,000 years.","N64 15 13.7, W21 2 &dagger;14.1","64.253806, -21.03725",http://whc.unesco.org/en/list/1152,HM3.jpg,&#64257;ingvellir National Park (Iceland) &copy; UNESCO
Iceland,Surtsey,"Surtsey, a volcanic island approximately 32 km from the south coast of Iceland, is a new island formed by volcanic eruptions that took place from 1963 to 1967. It is all the more outstanding for having been protected since its birth, providing the world with a pristine natural laboratory. Free from human interference, Surtsey has been producing unique long-term information on the colonisation process of new land by plant and animal life. Since they began studying the island in 1964, scientists have observed the arrival of seeds carried by ocean currents, the appearance of moulds, bacteria and fungi, followed in 1965 by the first vascular plant, of which there were 10 species by the end of the first decade. By 2004, they numbered 60 together with 75 bryophytes, 71 lichens and 24 fungi. Eighty-nine species of birds have been recorded on Surtsey, 57 of which breed elsewhere in Iceland. The 141 ha island is also home to 335 species of invertebrates.","N63 18 11, W20 36 8","63.303056, -20.602222",http://whc.unesco.org/en/list/1267,HM4.jpg,&copy; Sigurdur Thrainsson
Israel,Masada,"Masada is a rugged natural fortress, of majestic beauty, in the Judaean Desert overlooking the Dead Sea. It is a symbol of the ancient kingdom of Israel, its violent destruction and the last stand of Jewish patriots in the face of the Roman army, in 73 A.D.","N 31 18 48.6, E 35 21 9.9","31.3135, 35.35275",http://whc.unesco.org/en/list/1040,HM5.jpg,Masada (Israel) &copy; UNESCO
Israel,Old City of Acre,"Acre is a historic walled port-city with continuous settlement from the Phoenician period. The present city is characteristic of a fortified town dating from the Ottoman 18th and 19th centuries, with typical urban components such as the citadel, mosques, khans and baths.","N 32 55 42, E 35 5 2","32.928333, 35.083889",http://whc.unesco.org/en/list/1042,HM6.jpg,Old City of Acre (Israel) &copy; UNESCO
Israel,White City of Tel-Aviv -- the Modern Movement,"Tel Aviv was founded in 1909 and developed as a metropolitan city under the British Mandate in Palestine. The White City was constructed from the early 1930s until the 1950s, based on the urban plan by Sir Patrick Geddes, reflecting modern organic planning principles.","N 32 4 0, E 34 46 60","32.066667, 34.783333",http://whc.unesco.org/en/list/1096,HM7.jpg,White City of Tel-Aviv -- the Modern Movement &copy; UNESCO
Israel,"Biblical Tels - Megiddo, Hazor, Beer Sheba","Tels (prehistoric settlement mounds), are characteristic of the flatter lands of the eastern Mediterranean, particularly Lebanon, Syria, Israel and eastern Turkey. Of more than 200 tels in Israel, Megiddo, Hazor and Beer Sheba are representative of those that contain substantial remains of cities with biblical connections.","N 32 35 49.992, E 35 10 55.992","32.59722, 35.18222",http://whc.unesco.org/en/list/1108,HM8.jpg,"Biblical Tels - Megiddo, Hazor, Beer Sheba (Israel) &copy; Yvon Fruneau"
Israel,Incense Route - Desert Cities in the Negev,"The four Nabatean towns of Haluza, Mamshit, Avdat and Shivta, along with associated fortresses and agricultural landscapes in the Negev Desert, are spread along routes linking them to the Mediterranean end of the incense and spice route.&dagger;","N 30 32 27.996, E 35 9 38.988","30.54111, 35.16083",http://whc.unesco.org/en/list/1107,HM9.jpg,Incense Route - Desert Cities in the Negev &copy; OUR PLACE The World Heritage Collection
Israel,Bah&middot;&iacute;i Holy Places in Haifa and the Western Galilee,The Bah&middot;&iacute;i Holy Places in Haifa and Western Galilee are inscribed for their profound spiritual meaning and the testimony they bear to the strong tradition of pilgrimage in the Bah&middot;&iacute;i faith.,"
N 32 48 52.5168 E 34 59 13.848
","32.814588, 34.98718",http://whc.unesco.org/en/list/1220,HM10.jpg,&copy; Limes.Media
Israel,Sites of Human Evolution at Mount Carmel: The Nahal Me&iacute;arot / Wadi el-Mughara Caves,"Situated on the western slopes of the Mount Carmel range, the site includes the caves of Tabun, Jamal, el-Wad and Skhul. Ninety years of archaeological research have revealed a cultural sequence of unparalleled duration, providing an archive of early human life in south-west Asia.","N 32 40 12, E 34 57 55","32.67, 34.965278",http://whc.unesco.org/en/list/1393,HM11.jpg,General view of the site &copy; Albatross Aerial Photography LTD
Israel,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,"The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin.","N 31 36 0, E 34 53 44","31.6, 34.895556",http://whc.unesco.org/en/list/1370,HM12.jpg,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves &copy; Tsvika Tsuk
Israel,Necropolis of Bet She&iacute;arim: A Landmark of Jewish Renewal,"Consisting of a series of catacombs, the necropolis developed from the 2nd century AD&dagger;as the primary Jewish burial place outside Jerusalem following the failure of the second Jewish revolt against Roman rule.","N 32 42 8, E 35 7 37","32.702222, 35.126944",http://whc.unesco.org/en/list/1471,HM13.jpg,Catacomb 20 &copy; Tsvika Tsuk
Ireland,Br&#729; na B&Ucirc;inne - Archaeological Ensemble of the Bend of the Boyne,"The three main prehistoric sites of the Br&#729; na B&Ucirc;inne Complex, Newgrange, Knowth and Dowth, are situated on the north bank of the River Boyne 50 km north of Dublin. This is Europe's largest and most important concentration of prehistoric megalithic art. The monuments there had social, economic, religious and funerary functions.","N53 41 30.012, W6 27 0","53.69167, -6.45",http://whc.unesco.org/en/list/659,HM14.jpg,Br&#729; na B&Ucirc;inne - Archaeological Ensemble of the Bend of the Boyne (Ireland) &copy; UNESCO
Ireland,Sceilg Mhich&Igrave;l,"This monastic complex, perched since about the 7th century on the steep sides of the rocky island of Skellig Michael, some 12 km off the coast of south-west Ireland, illustrates the very spartan existence of the first Irish Christians. Since the extreme remoteness of Skellig Michael has until recently discouraged visitors, the site is exceptionally well preserved.",N51 46 18.984 W10 32 18.996,"51.77194, -10.53861",http://whc.unesco.org/en/list/757,HM15.jpg,Dawn. Sceilg Mhich&Igrave;l (Ireland) &copy; Leonard Sheil
Lithuania,Curonian Spit (2000),"Human habitation of this elongated sand dune peninsula, 98 km long and 0.4-4 km wide, dates back to prehistoric times. Throughout this period it has been threatened by the natural forces of wind and waves. Its survival to the present day has been made possible only as a result of ceaseless human efforts to combat the erosion of the Spit, dramatically illustrated by continuing stabilisation and reforestation projects.","&dagger;N 55 16 28.488, E 20 57 44.604","55.27458, &dagger; 20.96239",http://whc.unesco.org/en/list/994,HM16.jpg,"Curonian Spit, Lithuania &copy; Directorate of Curonian Spit National Park"
Lithuania,Kernav? Archaeological Site (Cultural Reserve of Kernav?) (2004),"The Kernav? Archaeological site, about 35 km north-west of Vilnius in eastern Lithuania, represents an exceptional testimony to some 10 millennia of human settlements in this region.The town was destroyed by the Teutonic Order in the late 14th century, however the site remained in use until modern times.","N 54 52 57.2808, &dagger; &dagger; E 24 51 5.3244","54.882578, 24.851479",http://whc.unesco.org/en/list/1137,HM17.jpg,Kernav? Archaeological Site (Cultural Reserve of Kernav?) (Lithuania) &copy; UNESCO
Lithuania,Struve Geodetic Arc (2005),"The Struve Arc is a chain of survey triangulations stretching from Hammerfest in Norway to the Black Sea, through 10 countries and over 2,820 km. These are points of a survey, carried out between 1816 and 1855 by the astronomer Friedrich Georg Wilhelm Struve, which represented the first accurate measuring of a long segment of a meridian.&dagger;","N 59 3 28, &dagger; &dagger; &dagger; &dagger; &dagger; E 26 20 16","59.057778, &dagger; &dagger; 26.337778",http://whc.unesco.org/en/list/1187,HM18.jpg,"Struve Geodetic Arc (Belarus, Estonia, Finland, Latvia, Lithuania, Norway, Republic of Moldova, Russian Federation, Sweden, Ukraine) &copy; UNESCO"
