Location,Site Name,Site Description,Latitude and Longitude(Deg Min Sec),Latitude and Longitude(Decimal),Link to site location,Picture Location,Copyright
Bulgaria,Rock-Hewn Churches of Ivanovo,"The ""Church"" frescoes reveal an exceptional artistry and a remarkable artistic sensitivity for 14th century painting and Bulgarian medieval art; they are an important achievement in the Christian art of South-Eastern Europe. ","N43 43 0,         E25 58 0","43.69488, 25.986984 ",http://whc.unesco.org/en/list/45,AC33.jpg,Rock-Hewn Churches of Ivanovo © Klearchos Kapoutsis
Bulgaria,Thracian Tomb of Kazanlak,"The Thracian tomb of Kazanlak is a unique aesthetic and artistic work, a masterpiece of the Thracian creative spirit. The exceptionally well preserved frescos and the original condition of the structure reveal the remarkable evolution and high level of culture and pictorial art in Hellenistic Thrace.","N42 37 33.024, E25 23 56.9904","42.625840, 25.399164",http://whc.unesco.org/en/list/44,AC34.jpg,Thracian Tomb of Kazanlak © Yvon Fruneau
Bulgaria,Thracian Tomb of Sveshtari,"The Thracian Tomb near Sveshtari is an extremely rare and very well preserved monument of the sepulchral architecture containing remarkable elements in terms of their quality and style sculpture and painting. The Tomb is also remarkable for the fact that it represents local art, inspired by Hellenism, a rare case of an interrupted creative process which possesses specific characteristics.","N43 44 41.2296, E26 46 0.138","43.744786, 26.766705",http://whc.unesco.org/en/list/359,AC35.jpg,Thracian Tomb of Sveshtari © Nenko Lazarov
Bulgaria,Pirin National Park,"Spread over an area of over 27,000 ha, at an altitude between 1008 and 2914 m in the Pirin Mountains, southwest Bulgaria, the site comprises diverse limestone mountain landscapes with glacial lakes, waterfalls, caves and predominantly coniferous forests. ",N 41 42 41.4576  E 23 24 5.9328,"41.711516, 23.401648",http://whc.unesco.org/en/list/225,AC36.jpg,Pirin National Park © OUR PLACE The World Heritage Collection
Bulgaria,Srebarna Nature Reserve,"Srebarna Nature Reserve protects an important example of a type of wetland that was widespread in Bulgaria in the past. It shelters a diversity of plant and animal species, which are increasingly threatened. ",N 44 6 39.4416       E 27 4 24.8226,44.110956 27.073562,http://whc.unesco.org/en/list/219,AC37.jpg,Srebarna Nature Reserve (Bulgaria) © Evergreen
Cyprus,Choirokoitia,"In the prehistoric period, Cyprus played a key role in the transmission of culture from the Near East to the European world. Choirokoitia is an exceptionally well-preserved archaeological site that has provided, and will continue to provide, scientific data of great importance relating to the spread of civilization from Asia to the Mediterranean world.","N34 47 53.988, E33 20 35.988","34.79833, 33.34333 ",http://whc.unesco.org/en/list/848,AC38.jpg,Choirokoitia (Cyprus) © Christopher Rose
Cyprus,Painted Churches in the Troodos Region,"The churches of the Troodos Region are a well conserved example of rural religious architecture during the Byzantine period. The structures display elements that were specific to Cyprus and were determined by its geography, history and climate, including steep-pitched wooden roofs with flat hooked tiles. ","N34 55 13,      E33 5 45","34.920278,  33.095833",http://whc.unesco.org/en/list/351,AC39.jpg,Painted Churches in the Troodos Region (Cyprus) © Yvon Fruneau
Cyprus,Paphos,"Paphos, situated in the District of Paphos in western Cyprus, is a serial archaeological property consisting of three components at two sites: the town of Kato Paphos (Site I), and the village of Kouklia (Site II). The mosaics of Nea Paphos are extremely rare and are considered amongst the finest specimens in the world; they cover the Hellenistic period to the Byzantine period. ","N34 45 29.988, E32 24 20.016","34.75833, 32.40556 ",http://whc.unesco.org/en/list/79,AC40.jpg,Paphos (Cyprus) © Mario Santana
Czechia,Historic Centre of ?eský Krumlov,"Situated on the banks of the Vltava river, the town was built around a 13th-century castle with Gothic, Renaissance and Baroque elements. It is an outstanding example of a small central European medieval town whose architectural heritage has remained intact thanks to its peaceful evolution over more than five centuries. ","N48 49 0,         E14 19 0","48.816667, 14.316667 ",http://whc.unesco.org/en/list/617,AC41.jpg,Historic Centre of ?eský Krumlov (Czech Republic) © UNESCO
Czechia,Historic Centre of Prague,"The historic centre of Prague admirably illustrates the process of continuous urban growth from the Middle Ages to the present day. The role of Prague in the medieval development of Christianity in central Europe was an outstanding one, as was its formative influence in the evolution of towns.","N50 5 22.992,  E14 25 9.984","50.08972, 14.41944 ",http://whc.unesco.org/en/list/616,AC42.jpg,Historic Centre of Prague (Czech Republic) © OUR PLACE The World Heritage Collection
Czechia,Historic Centre of Tel?,"The houses in Telc, which stands on a hilltop, were originally built of wood. After a fire in the late 14th century, the town was rebuilt in stone, surrounded by walls and further strengthened by a network of artificial ponds. The town's Gothic castle was reconstructed in High Gothic style in the late 15th century.","N49 10 59.988,E15 26 60","49.18333,   15.45",http://whc.unesco.org/en/list/621,AC43.jpg,Historic Centre of Tel? © OUR PLACE The World Heritage Collection
Czechia,Pilgrimage Church of St John of Nepomuk at Zelená Hora,"This pilgrimage church, built in honour of St John of Nepomuk, stands at Zelená Hora, not far from Ždár nad Sázavou in Moravia. Constructed at the beginning of the 18th century on a star-shaped plan, it is the most unusual work by the great architect Jan Blazej Santini, whose highly original style falls between neo-Gothic and Baroque.","N49 34 48.72, E15 56 31.41","49.5802, 15.942058 ",http://whc.unesco.org/en/list/690,AC44.jpg,Pilgrimage Church of St John of Nepomuk at Zelená Hora © OUR PLACE The World Heritage Collection
Czechia,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,"Kutná Hora developed as a result of the exploitation of the silver mines. In the 14th century it became a royal city endowed with monuments that symbolized its prosperity. The Church of St Barbara, a jewel of the late Gothic period, which was restored in line with the Baroque taste of the early 18th century, were to influence the architecture of central Europe. .","N49 57 0,        E15 16 0","49.944911, 15.263620",http://whc.unesco.org/en/list/732,AC45.jpg,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec © OUR PLACE The World Heritage Collection
Czechia,Lednice-Valtice Cultural Landscape,The site is of outstanding universal value being a cultural landscape which is an exceptional example of the designed landscape that evolved in the Enlightenment and afterwards under the care of a single family. It succeeds in bringing together in harmony cultural monuments from successive periods and both indigenous and exotic natural elements to create an outstanding work of human creativity. ,"N48 46 32.988, E16 46 30","48.807978,  16.812050",http://whc.unesco.org/en/list/763,AC46.jpg,Lednice-Valtice Cultural Landscape © OUR PLACE The World Heritage Collection
Czechia,Gardens and Castle at Krom??íž,"Krom??íž stands on the site of an earlier ford across the River Morava, at the foot of the Chriby mountain range which dominates the central part of Moravia. The gardens and castle of Krom??íž are an exceptionally complete and well-preserved example of a European Baroque princely residence and its gardens.","N49 17 52.9404, E17 22 56.3664","49.298039, 17.382324",http://whc.unesco.org/en/list/860,AC47.jpg,Gardens and Castle at Kromeríz
Czechia,Holašovice Historic Village,"Holašovice is an exceptionally complete and well-preserved example of a traditional central European village. It has a large number of outstanding 18th- and 19th-century vernacular buildings in a style known as 'South Bohemian folk Baroque', and preserves a ground plan dating from the Middle Ages.","N48 58 10.4412, E14 16 19.4556","48.969567, 14.272071",http://whc.unesco.org/en/list/861,AC48.jpg,Holašovice Historic Village (Czech Republic) © UNESCO
Czechia,Litomyšl Castle,"Litomyšl Castle was originally a Renaissance arcade-castle of the type first developed in Italy and then adopted and greatly developed in central Europe in the 16th century. Its design and decoration are particularly fine, including the later High-Baroque features added in the 18th century. It preserves intact the range of ancillary buildings associated with an aristocratic residence of this type.","N49 52 24.996, E16 18 51.984","49.87361,  16.31444",http://whc.unesco.org/en/list/901,AC49.jpg,Litomyšl Castle
Czechia,Holy Trinity Column in Olomouc,"The Olomouc Holy Trinity Column is one of the most exceptional examples of the apogee of central European Baroque artistic expression. It constituted a unique material demonstration of religious faith in central Europe during the Baroque period, and the Olomouc example represents its most outstanding expression.","N49 35 38.17,  E17 15 1.65","49.593936, 17.250458 ",http://whc.unesco.org/en/list/859,AC50.jpg,Holy Trinity Column in Olomouc
Czechia,Tugendhat Villa in Brno,The Tugendhat Villa is a masterpiece of the Modern Movement in architecture.Its particular value lies in the application of innovative spatial and aesthetic concepts that aim to satisfy new lifestyle needs by taking advantage of the opportunities afforded by modern industrial production.,"N49 12 25.86, E16 36 57.8","49.207183, 16.616056 ",http://whc.unesco.org/en/list/1052,AC51.jpg,"Main living space, Tugendhat Villa in Brno © Institute for the Care of Historical Monuments"
Czechia,Jewish Quarter and St Procopius' Basilica in T?ebí?,"The Jewish Quarter and St Procopius Basilica of Trebic bear witness to the coexistence of and interchange of values between two different cultures, Jewish and Christian, over many centuries. It is an exceptional testimony to the cultural traditions related to the Jewish diaspora in central Europe.","N49 13 2,        E15 52 44","49.217222,  15.878889",http://whc.unesco.org/en/list/1078,AC52.jpg,Jewish Quarter and St Procopius' Basilica in Trebíc
Holy See,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura (1980)","Founded, according to legend, by Romulus and Remus in 753 BC, Rome was first the centre of the Roman Republic, then of the Roman Empire, and it became the capital of the Christian world in the 4th century.",N 41 53 24.8 E 12 29 32.3,"41.890222,   12.492306",http://whc.unesco.org/en/list/91,HM1.jpg,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura © OUR PLACE The World Heritage Collection"
Holy See ,Vatican City (1984),"The Vatican City, one of the most sacred places in Christendom, attests to a great history and a formidable spiritual venture. A unique collection of artistic and architectural masterpieces lie within the boundaries of this small state. At its centre is St Peter's Basilica, with its double colonnade and a circular piazza in front and bordered by palaces and gardens.","N 41 54 7.776, E 12 27 26.496","41.90216,    12.45736",http://whc.unesco.org/en/list/286,HM2.jpg,Vatican City (Holy See) © Tim Schnarr
Iceland,Þingvellir National Park,"Þingvellir (Thingvellir) is the National Park where the Althing, an open-air assembly representing the whole of Iceland, was established in 930 and continued to meet until 1798. Over two weeks a year, the assembly set laws - seen as a covenant between free men - and settled disputes. The Althing has deep historical and symbolic associations for the people of Iceland. The property includes the Þingvellir National Park and the remains of the Althing itself: fragments of around 50 booths built from turf and stone. Remains from the 10th century are thought to be buried underground. The site also includes remains of agricultural use from the 18th and 19th centuries. The park shows evidence of the way the landscape was husbanded over 1,000 years.","N64 15 13.7, W21 2  14.1","64.253806, -21.03725",http://whc.unesco.org/en/list/1152,HM3.jpg,Þingvellir National Park (Iceland) © UNESCO
Iceland,Surtsey,"Surtsey, a volcanic island approximately 32 km from the south coast of Iceland, is a new island formed by volcanic eruptions that took place from 1963 to 1967. It is all the more outstanding for having been protected since its birth, providing the world with a pristine natural laboratory. Free from human interference, Surtsey has been producing unique long-term information on the colonisation process of new land by plant and animal life. Since they began studying the island in 1964, scientists have observed the arrival of seeds carried by ocean currents, the appearance of moulds, bacteria and fungi, followed in 1965 by the first vascular plant, of which there were 10 species by the end of the first decade. By 2004, they numbered 60 together with 75 bryophytes, 71 lichens and 24 fungi. Eighty-nine species of birds have been recorded on Surtsey, 57 of which breed elsewhere in Iceland. The 141 ha island is also home to 335 species of invertebrates.","N63 18 11, W20 36 8","63.303056, -20.602222",http://whc.unesco.org/en/list/1267,HM4.jpg,© Sigurdur Thrainsson
Israel,Masada,"Masada is a rugged natural fortress, of majestic beauty, in the Judaean Desert overlooking the Dead Sea. It is a symbol of the ancient kingdom of Israel, its violent destruction and the last stand of Jewish patriots in the face of the Roman army, in 73 A.D.","N 31 18 48.6, E 35 21 9.9","31.3135, 35.35275",http://whc.unesco.org/en/list/1040,HM5.jpg,Masada (Israel) © UNESCO
Israel,Old City of Acre,"Acre is a historic walled port-city with continuous settlement from the Phoenician period. The present city is characteristic of a fortified town dating from the Ottoman 18th and 19th centuries, with typical urban components such as the citadel, mosques, khans and baths.","N 32 55 42, E 35 5 2","32.928333, 35.083889",http://whc.unesco.org/en/list/1042,HM6.jpg,Old City of Acre (Israel) © UNESCO
Israel,White City of Tel-Aviv -- the Modern Movement,"Tel Aviv was founded in 1909 and developed as a metropolitan city under the British Mandate in Palestine. The White City was constructed from the early 1930s until the 1950s, based on the urban plan by Sir Patrick Geddes, reflecting modern organic planning principles.","N 32 4 0, E 34 46 60","32.066667, 34.783333",http://whc.unesco.org/en/list/1096,HM7.jpg,White City of Tel-Aviv -- the Modern Movement © UNESCO
Israel,"Biblical Tels - Megiddo, Hazor, Beer Sheba","Tels (prehistoric settlement mounds), are characteristic of the flatter lands of the eastern Mediterranean, particularly Lebanon, Syria, Israel and eastern Turkey. Of more than 200 tels in Israel, Megiddo, Hazor and Beer Sheba are representative of those that contain substantial remains of cities with biblical connections.","N 32 35 49.992, E 35 10 55.992","32.59722, 35.18222",http://whc.unesco.org/en/list/1108,HM8.jpg,"Biblical Tels - Megiddo, Hazor, Beer Sheba (Israel) © Yvon Fruneau"
Israel,Incense Route - Desert Cities in the Negev,"The four Nabatean towns of Haluza, Mamshit, Avdat and Shivta, along with associated fortresses and agricultural landscapes in the Negev Desert, are spread along routes linking them to the Mediterranean end of the incense and spice route. ","N 30 32 27.996, E 35 9 38.988","30.54111, 35.16083",http://whc.unesco.org/en/list/1107,HM9.jpg,Incense Route - Desert Cities in the Negev © OUR PLACE The World Heritage Collection
Israel,Bahá’i Holy Places in Haifa and the Western Galilee,The Bahá’i Holy Places in Haifa and Western Galilee are inscribed for their profound spiritual meaning and the testimony they bear to the strong tradition of pilgrimage in the Bahá’i faith.,"
N 32 48 52.5168 E 34 59 13.848
","32.814588, 34.98718",http://whc.unesco.org/en/list/1220,HM10.jpg,© Limes.Media
Israel,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,"Situated on the western slopes of the Mount Carmel range, the site includes the caves of Tabun, Jamal, el-Wad and Skhul. Ninety years of archaeological research have revealed a cultural sequence of unparalleled duration, providing an archive of early human life in south-west Asia.","N 32 40 12, E 34 57 55","32.67, 34.965278",http://whc.unesco.org/en/list/1393,HM11.jpg,General view of the site © Albatross Aerial Photography LTD
Israel,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,"The archaeological site contains some 3,500 underground chambers distributed among distinct complexes carved in the thick and homogenous soft chalk of Lower Judea under the former towns of Maresha and Bet Guvrin.","N 31 36 0, E 34 53 44","31.6, 34.895556",http://whc.unesco.org/en/list/1370,HM12.jpg,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves © Tsvika Tsuk
Israel,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,"Consisting of a series of catacombs, the necropolis developed from the 2nd century AD as the primary Jewish burial place outside Jerusalem following the failure of the second Jewish revolt against Roman rule.","N 32 42 8, E 35 7 37","32.702222, 35.126944",http://whc.unesco.org/en/list/1471,HM13.jpg,Catacomb 20 © Tsvika Tsuk
Ireland,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,"The three main prehistoric sites of the Brú na Bóinne Complex, Newgrange, Knowth and Dowth, are situated on the north bank of the River Boyne 50 km north of Dublin. This is Europe's largest and most important concentration of prehistoric megalithic art. The monuments there had social, economic, religious and funerary functions.","N53 41 30.012, W6 27 0","53.69167, -6.45",http://whc.unesco.org/en/list/659,HM14.jpg,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne (Ireland) © UNESCO
Ireland,Sceilg Mhichíl,"This monastic complex, perched since about the 7th century on the steep sides of the rocky island of Skellig Michael, some 12 km off the coast of south-west Ireland, illustrates the very spartan existence of the first Irish Christians. Since the extreme remoteness of Skellig Michael has until recently discouraged visitors, the site is exceptionally well preserved.",N51 46 18.984 W10 32 18.996,"51.77194, -10.53861",http://whc.unesco.org/en/list/757,HM15.jpg,Dawn. Sceilg Mhichíl (Ireland) © Leonard Sheil
Lithuania,Curonian Spit (2000),"Human habitation of this elongated sand dune peninsula, 98 km long and 0.4-4 km wide, dates back to prehistoric times. Throughout this period it has been threatened by the natural forces of wind and waves. Its survival to the present day has been made possible only as a result of ceaseless human efforts to combat the erosion of the Spit, dramatically illustrated by continuing stabilisation and reforestation projects."," N 55 16 28.488, E 20 57 44.604","55.27458,   20.96239",http://whc.unesco.org/en/list/994,HM16.jpg,"Curonian Spit, Lithuania © Directorate of Curonian Spit National Park"
Lithuania,Kernav? Archaeological Site (Cultural Reserve of Kernav?) (2004),"The Kernav? Archaeological site, about 35 km north-west of Vilnius in eastern Lithuania, represents an exceptional testimony to some 10 millennia of human settlements in this region.The town was destroyed by the Teutonic Order in the late 14th century, however the site remained in use until modern times.","N 54 52 57.2808,     E 24 51 5.3244","54.882578, 24.851479",http://whc.unesco.org/en/list/1137,HM17.jpg,Kernav? Archaeological Site (Cultural Reserve of Kernav?) (Lithuania) © UNESCO
Lithuania,Struve Geodetic Arc (2005),"The Struve Arc is a chain of survey triangulations stretching from Hammerfest in Norway to the Black Sea, through 10 countries and over 2,820 km. These are points of a survey, carried out between 1816 and 1855 by the astronomer Friedrich Georg Wilhelm Struve, which represented the first accurate measuring of a long segment of a meridian. ","N 59 3 28,           E 26 20 16","59.057778,     26.337778",http://whc.unesco.org/en/list/1187,HM18.jpg,"Struve Geodetic Arc (Belarus, Estonia, Finland, Latvia, Lithuania, Norway, Republic of Moldova, Russian Federation, Sweden, Ukraine) © UNESCO"
Latvia,Historic Centre of Riga,"Riga was a major centre of the Hanseatic League, deriving its prosperity in the 13th–15th centuries from the trade with central and eastern Europe. The urban fabric of its medieval centre reflects this prosperity, though most of the earliest buildings were destroyed by fire or war. Riga became an important economic centre in the 19th century, when the suburbs surrounding the medieval town were laid out.","N56 57 15.012, E24 7 0.012","56.95417, 24.11667",http://whc.unesco.org/en/list/852,HM19.jpg,Historic Centre of Riga (Latvia) © UNESCO
Luxembourg,City of Luxembourg: its Old Quarters and Fortifications(1994),"Because of its strategic position, Luxembourg was, from the 16th century until 1867, when its walls were dismantled, one of Europe's greatest fortified sites. It was repeatedly reinforced as it passed from one great European power to another: the Holy Roman Emperors, the House of Burgundy, the Habsburgs, the French and Spanish kings, and finally the Prussians. Until their partial demolition, the fortifications were a fine example of military architecture spanning several centuries.","N49 36 36,        E6 7 59.988","49.61,      6.13333",http://whc.unesco.org/en/list/699,HM20.jpg,City of Luxembourg: its Old Quarters and Fortifications (Luxembourg) © OUR PLACE The World Heritage Collection
Malta,City of Valletta (1980),"The capital of Malta is inextricably linked to the history of the military and charitable Order of St John of Jerusalem. It was ruled successively by the Phoenicians, Greeks, Carthaginians, Romans, Byzantines, Arabs and the Order of the Knights of St John. Valletta’s 320 monuments, all within an area of 55 ha, make it one of the most concentrated historic areas in the world.","N 35 54 2.016,       E 14 30 51.984","35.90056,      14.51444",http://whc.unesco.org/en/list/131,HM21.jpg,City of Valletta (Malta) © UNESCO
Malta,Megalithic Temples of Malta (1980),"Seven megalithic temples are found on the islands of Malta and Gozo, each the result of an individual development. The two temples of Ggantija on the island of Gozo are notable for their gigantic Bronze Age structures. ","N 36 2 56.688,       E 14 16 10.092","36.04908,       14.26947",http://whc.unesco.org/en/list/132,HM22.jpg,"The Megalithic Temples of Malta, Hagar Qin © Sacred Sites"
Malta,?al Saflieni Hypogeum (1980),"The Hypogeum is an enormous subterranean structure excavated c. 2500 B.C., using cyclopean rigging to lift huge blocks of coralline limestone. Perhaps originally a sanctuary, it became a necropolis in prehistoric times.","N 35 52 16.824,     E 14 30 26.604","35.87134,   14.50739",http://whc.unesco.org/en/list/130,HM23.jpg,Hal Saflieni Hypogeum © Heiko Gorski
"Alaska, USA",Kodiak High School Wind Turbine,"The Kodiak High School wind turbine is located next to the City Borough building across from the high school and produces about 120 kilowatts per month. This Skystream wind turbine costs $3,000 and includes monitoring software so that data can be monitored and recorded remotely. Kodiak’s - A World Bridge students have connected to the wind turbine’s data stream via radio transmitter, then relay this data through a CPU in the World Bridge lab that parses the output to send finalized data to a host server.",,"57.793083,-152.397157",http://24.237.235.227/wwdev/CitySmart/GraphPage.html,KHS_Turbine.jpg,TrilliumLearning
Italy,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex (1997)","The monumental complex at Caserta, created by the Bourbon king Charles III in the mid-18th century to rival Versailles and the Royal Palace in Madrid, is exceptional for the way in which it brings together a magnificent palace with its park and gardens, as well as natural woodland, hunting lodges and a silk factory. It is an eloquent expression of the Enlightenment in material form, integrated into, rather than imposed on, its natural setting.","N 41 4 23.988, E14 19 35.004","41.07333, 14.32639",http://whc.unesco.org/en/list/549%23%23,ITALY1.jpg,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex © UNESCO"
Italy,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale (2015),"Located on the northern coast of Sicily, Arab-Norman Palermo includes a series of nine civil and religious structures dating from the era of the Norman kingdom of Sicily (1130-1194): two palaces, three churches, a cathedral, a bridge, as well as the cathedrals of Cefalú and Monreale. Together, they are an example of a social-cultural syncretism between Western, Islamic and Byzantine cultures on the island which gave rise to new concepts of space, structure and decoration. They also bear testimony to the fruitful coexistence of people of different origins and religions (Muslim, Byzantine, Latin, Jewish, Lombard and French).","N38 6 39, E13 21 11","38.110833,13.353056",http://whc.unesco.org/en/list/1487,ITALY2.jpg,Monreale Cathedral © CRICD
Italy,Archaeological Area and the Patriarchal Basilica of Aquileia (1998),"Aquileia (in Friuli-Venezia Giulia), one of the largest and wealthiest cities of the Early Roman Empire, was destroyed by Attila in the mid-5th century. Most of it still lies unexcavated beneath the fields, and as such it constitutes the greatest archaeological reserve of its kind. The patriarchal basilica, an outstanding building with an exceptional mosaic pavement, played a key role in the evangelization of a large region of central Europe.","N45 46 6, E13 22 3","45.768333,  13.3675",http://whc.unesco.org/en/list/825,ITALY3.jpg,Archaeological Area and the Patriarchal Basilica of Aquileia (Italy) © Ministero per i Beni e le Attività Culturali. Soprintendenza per i Beni Archeologici del Friuli Venezia Giulia
Italy          ,Archaeological Area of Agrigento (1997),"Founded as a Greek colony in the 6th century B.C., Agrigento became one of the leading cities in the Mediterranean world. Its supremacy and pride are demonstrated by the remains of the magnificent Doric temples that dominate the ancient town, much of which still lies intact under today's fields and orchards. Selected excavated areas throw light on the later Hellenistic and Roman town and the burial practices of its early Christian inhabitants.","N37 17 23, E13 35 36","37.289722, 13.593333",http://whc.unesco.org/en/list/831,ITALY4.jpg,Archaeological Area of Agrigento (Italy) © UNESCO
Italy,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata (1997)","When Vesuvius erupted on 24 August AD 79, it engulfed the two flourishing Roman towns of Pompei and Herculaneum, as well as the many wealthy villas in the area. These have been progressively excavated and made accessible to the public since the mid-18th century. The vast expanse of the commercial town of Pompei contrasts with the smaller but better-preserved remains of the holiday resort of Herculaneum, while the superb wall paintings of the Villa Oplontis at Torre Annunziata give a vivid impression of the opulent lifestyle enjoyed by the wealthier citizens of the Early Roman Empire.","N40 45 0,  E14 28 60","40.75,     14.483333",http://whc.unesco.org/en/list/829,ITALY5.jpg,Pompei © Juan Frias-Velatti
Italy,"Assisi, the Basilica of San Francesco and Other Franciscan Sites (2000)","Assisi, a medieval city built on a hill, is the birthplace of Saint Francis, closely associated with the work of the Franciscan Order. Its medieval art masterpieces, such as the Basilica of San Francesco and paintings by Cimabue, Pietro Lorenzetti, Simone Martini and Giotto, have made Assisi a fundamental reference point for the development of Italian and European art and architecture.","N43 3 58.2, E12 37 20.8",43.066167 12.622444,http://whc.unesco.org/en/list/990,ITALY6.jpg,"Basilica Santa Maria degli Angeli. Assisi, the Basilica of San Francesco and Other Franciscan Sites (Italy) © UNESCO"
Italy,"Botanical Garden (Orto Botanico), Padua (1997)","The world's first botanical garden was created in Padua in 1545. It still preserves its original layout – a circular central plot, symbolizing the world, surrounded by a ring of water. Other elements were added later, some architectural (ornamental entrances and balustrades) and some practical (pumping installations and greenhouses). It continues to serve its original purpose as a centre for scientific research.","N45 23 56.8,  E11 52 50.4","45.399111, 11.880667",http://whc.unesco.org/en/list/824,ITALY7.jpg,"Botanical Garden (Orto Botanico), Padua (Italy) © UNESCO"
Italy,Castel del Monte (1996),"When the Emperor Frederick II built this castle near Bari in the 13th century, he imbued it with symbolic significance, as reflected in the location, the mathematical and astronomical precision of the layout and the perfectly regular shape. A unique piece of medieval military architecture, Castel del Monte is a successful blend of elements from classical antiquity, the Islamic Orient and north European Cistercian Gothic.","N41 5 5.3, E16 16 15.4","41.084806, 16.270944",http://whc.unesco.org/en/list/398,ITALY8.jpg,"Castel del Monte (Italy) © Paolo Rossi
"
Italy,"Cathedral, Torre Civica and Piazza Grande, Modena (1997)","The magnificent 12th-century cathedral at Modena, the work of two great artists (Lanfranco and Wiligelmus), is a supreme example of early Romanesque art. With its piazza and soaring tower, it testifies to the faith of its builders and the power of the Canossa dynasty who commissioned it.","N44 38 46.464,  E10 55 32.448","44.64624, 10.92568",http://whc.unesco.org/en/list/827,ITALY9.jpg,"Cathedral, Torre Civica and Piazza Grande, Modena (Italy) © Yvon Fruneau"
Italy,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci (1980),"The refectory of the Convent of Santa Maria delle Grazie forms an integral part of this architectural complex, begun in Milan in 1463 and reworked at the end of the 15th century by Bramante. On the north wall is The Last Supper, the unrivalled masterpiece painted between 1495 and 1497 by Leonardo da Vinci, whose work was to herald a new era in the history of art.","N45 27 57.2 , E9 10 13.8","45.465889, 9.1705",http://whc.unesco.org/en/list/93,ITALY10.jpg,"Church and Dominican Convent of Santa Maria delle Grazie with ""The Last Supper"" by Leonardo da Vinci © OUR PLACE The World Heritage Collection"
Italy,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula (1998)","The Cilento is an outstanding cultural landscape. The dramatic groups of sanctuaries and settlements along its three east–west mountain ridges vividly portray the area's historical evolution: it was a major route not only for trade, but also for cultural and political interaction during the prehistoric and medieval periods. The Cilento was also the boundary between the Greek colonies of Magna Graecia and the indigenous Etruscan and Lucanian peoples. The remains of two major cities from classical times, Paestum and Velia, are found there.","N40 16 60 , E15 16 0","40.283333, 15.266667",http://whc.unesco.org/en/list/842,ITALY11.jpg,Paestum © UNESCO
Italy,City of Verona (2000),"The historic city of Verona was founded in the 1st century B.C. It particularly flourished under the rule of the Scaliger family in the 13th and 14th centuries and as part of the Republic of Venice from the 15th to 18th centuries. Verona has preserved a remarkable number of monuments from antiquity, the medieval and Renaissance periods, and represents an outstanding example of a military stronghold.","N45 26 19, E10 59 38","45.438611, 10.993889",http://whc.unesco.org/en/list/797,ITALY12.jpg,City of Verona (Italy) © Luciano Marchesini
Italy,City of Vicenza and the Palladian Villas of the Veneto (1994),"Founded in the 2nd century B.C. in northern Italy, Vicenza prospered under Venetian rule from the early 15th to the end of the 18th century. The work of Andrea Palladio (1508–80), based on a detailed study of classical Roman architecture, gives the city its unique appearance. Palladio's urban buildings, as well as his villas, scattered throughout the Veneto region, had a decisive influence on the development of architecture. His work inspired a distinct architectural style known as Palladian, which spread to England and other European countries, and also to North America.","N45 32 57, E11 32 58","45.549167,  11.549444",http://whc.unesco.org/en/list/712,ITALY13.jpg,City of Vicenza and the Palladian Villas of the Veneto (Italy) © UNESCO
Italy,Costiera Amalfitana (1997),"The Amalfi coast is an area of great physical beauty and natural diversity. It has been intensively settled by human communities since the early Middle Ages. There are a number of towns such as Amalfi and Ravello with architectural and artistic works of great significance. The rural areas show the versatility of the inhabitants in adapting their use of the land to the diverse nature of the terrain, which ranges from terraced vineyards and orchards on the lower slopes to wide upland pastures.","N40 38 60, E14 35 60","40.65, 14.6",http://whc.unesco.org/en/list/830,ITALY14.jpg,Costiera Amalfitana (Italy) © OUR PLACE The World Heritage Collection
Italy,Crespi d'Adda (1995),"Crespi d'Adda in Capriate San Gervasio in Lombardy is an outstanding example of the 19th- and early 20th-century 'company towns' built in Europe and North America by enlightened industrialists to meet the workers' needs. The site is still remarkably intact and is partly used for industrial purposes, although changing economic and social conditions now threaten its survival.","N45 35 35.988, E9 32 17.988","45.59333,    9.53833",http://whc.unesco.org/en/list/730,ITALY15.jpg,Crespi d'Adda (Italy) © Valerio Li Vigni
